File name	m013_cohortA_BEEG02_day1.kcd
Result analysis file name	m013_cohortA_BEEG02_day1_2p.raf
Subject	m013_cohortA_01_29_2
Gender	
Age
Memo
Free comment 1	Patient identificati	
Free comment 2	Recording identifica	
Free comment 3	Start time	01/30/2021 13:10:15
Free comment 4
Free comment 5
Free comment 6
Free comment 7
Free comment 8
Free comment 9
Free comment 10

Time	Epoch No.	Stage		
1/30/2021 13:29:03	282	W	0	
1/30/2021 13:29:07	283	W	0	
1/30/2021 13:29:11	284	W	0	
1/30/2021 13:29:15	285	W	0	
1/30/2021 13:29:19	286	W	0	
1/30/2021 13:29:23	287	W	0	
1/30/2021 13:29:27	288	W	0	
1/30/2021 13:29:31	289	W	0	
1/30/2021 13:29:35	290	W	0	
1/30/2021 13:29:39	291	W	0	
1/30/2021 13:29:43	292	W	0	
1/30/2021 13:29:47	293	W	0	
1/30/2021 13:29:51	294	W	0	
1/30/2021 13:29:55	295	W	0	
1/30/2021 13:29:59	296	W	0	
1/30/2021 13:30:03	297	W	0	
1/30/2021 13:30:07	298	W	0	
1/30/2021 13:30:11	299	W	0	
1/30/2021 13:30:15	300	W	0	
1/30/2021 13:30:19	301	W	0	
1/30/2021 13:30:23	302	W	0	
1/30/2021 13:30:27	303	W	0	
1/30/2021 13:30:31	304	W	0	
1/30/2021 13:30:35	305	W	0	
1/30/2021 13:30:39	306	W	0	
1/30/2021 13:30:43	307	W	0	
1/30/2021 13:30:47	308	W	0	
1/30/2021 13:30:51	309	W	0	
1/30/2021 13:30:55	310	W	0	
1/30/2021 13:30:59	311	W	0	
1/30/2021 13:31:03	312	W	0	
1/30/2021 13:31:07	313	W	0	
1/30/2021 13:31:11	314	W	0	
1/30/2021 13:31:15	315	W	0	
1/30/2021 13:31:19	316	W	0	
1/30/2021 13:31:23	317	W	0	
1/30/2021 13:31:27	318	W	0	
1/30/2021 13:31:31	319	W	0	
1/30/2021 13:31:35	320	W	0	
1/30/2021 13:31:39	321	W	0	
1/30/2021 13:31:43	322	W	0	
1/30/2021 13:31:47	323	W	0	
1/30/2021 13:31:51	324	W	0	
1/30/2021 13:31:55	325	W	0	
1/30/2021 13:31:59	326	W	0	
1/30/2021 13:32:03	327	W	0	
1/30/2021 13:32:07	328	W	0	
1/30/2021 13:32:11	329	W	0	
1/30/2021 13:32:15	330	W	0	
1/30/2021 13:32:19	331	W	0	
1/30/2021 13:32:23	332	W	0	
1/30/2021 13:32:27	333	W	0	
1/30/2021 13:32:31	334	W	0	
1/30/2021 13:32:35	335	W	0	
1/30/2021 13:32:39	336	W	0	
1/30/2021 13:32:43	337	W	0	
1/30/2021 13:32:47	338	W	0	
1/30/2021 13:32:51	339	W	0	
1/30/2021 13:32:55	340	W	0	
1/30/2021 13:32:59	341	W	0	
1/30/2021 13:33:03	342	W	0	
1/30/2021 13:33:07	343	W	0	
1/30/2021 13:33:11	344	W	0	
1/30/2021 13:33:15	345	W	0	
1/30/2021 13:33:19	346	W	0	
1/30/2021 13:33:23	347	W	0	
1/30/2021 13:33:27	348	W	0	
1/30/2021 13:33:31	349	W	0	
1/30/2021 13:33:35	350	W	0	
1/30/2021 13:33:39	351	W	0	
1/30/2021 13:33:43	352	W	0	
1/30/2021 13:33:47	353	W	0	
1/30/2021 13:33:51	354	W	0	
1/30/2021 13:33:55	355	W	0	
1/30/2021 13:33:59	356	W	0	
1/30/2021 13:34:03	357	W	0	
1/30/2021 13:34:07	358	W	0	
1/30/2021 13:34:11	359	W	0	
1/30/2021 13:34:15	360	W	0	
1/30/2021 13:34:19	361	W	0	
1/30/2021 13:34:23	362	W	0	
1/30/2021 13:34:27	363	W	0	
1/30/2021 13:34:31	364	W	0	
1/30/2021 13:34:35	365	W	0	
1/30/2021 13:34:39	366	W	0	
1/30/2021 13:34:43	367	W	0	
1/30/2021 13:34:47	368	W	0	
1/30/2021 13:34:51	369	W	0	
1/30/2021 13:34:55	370	W	0	
1/30/2021 13:34:59	371	W	0	
1/30/2021 13:35:03	372	W	0	
1/30/2021 13:35:07	373	W	0	
1/30/2021 13:35:11	374	W	0	
1/30/2021 13:35:15	375	W	0	
1/30/2021 13:35:19	376	W	0	
